#{"t_start": 1776493583.614885, "env_id": "None"}
r,l,t
1266.019075,100,1.164073
1537.057764,100,1.752897
157.23553,100,2.324622
624.489548,100,2.917825
201.32749,100,3.510556
1187.691055,100,5.116895
1921.404575,100,5.53219
761.209961,100,5.823314
-412.123438,100,6.101773
1142.244953,100,6.37962
421.638351,100,6.670533
1138.870749,100,6.967934
-1665.086578,100,7.288596
490.849838,100,7.569441
938.919687,100,7.84314
505.298897,100,8.133654
1031.290403,100,8.426808
741.175869,100,8.708766
-849.617351,100,8.984264
1219.425367,100,9.271739
478.516308,100,39.172542
2387.257217,100,39.601792
610.580547,100,40.116568
1562.688774,100,40.706503
1942.75625,100,41.046249
798.790095,100,41.541447
531.315136,100,41.943422
1099.673763,100,42.309933
2246.875654,100,42.649018
1685.597872,100,42.993439
1960.748105,100,43.317277
1244.790741,100,43.632514
-5.348247,100,43.954253
1776.46526,100,44.362617
863.657172,100,44.690062
443.121651,100,44.981668
2087.003473,100,45.269398
445.694302,100,45.550755
2066.022632,100,45.835079
798.554356,100,46.133323
1391.470787,100,68.579849
-997.354574,100,69.360498
1213.730247,100,69.929275
-318.895037,100,70.484119
397.116413,100,71.047013
1335.294925,100,71.632952
-3105.604771,100,72.208245
387.892336,100,72.838679
2255.224955,100,73.447797
2277.746978,100,74.059426
-396.79388,100,74.663786
1483.520072,100,75.260821
1625.245055,100,75.827867
840.871861,100,76.393464
2637.960751,100,76.952133
871.067269,100,77.506546
1106.029345,100,78.095409
2020.408782,100,78.670335
1902.321947,100,79.23166
459.798436,100,79.786325
1204.524937,100,80.345036
503.15173,100,104.108734
-255.211683,100,105.095181
877.371182,100,105.815581
2046.116547,100,106.463702
984.179936,100,107.081184
693.730293,100,108.175367
156.265574,100,108.649255
1535.755181,100,108.954216
1467.008846,100,109.237867
593.177867,100,109.617706
2056.082144,100,110.10204
1970.762678,100,110.569812
723.811507,100,111.023451
1159.274387,100,111.295769
562.028955,100,111.589236
97.621645,100,111.860657
-341.469105,100,112.128066
1002.657378,100,112.406855
806.372394,100,112.670766
1620.342,100,112.941681
1569.209585,100,134.965262
879.380144,100,135.625643
1805.50407,100,136.357901
584.441898,100,137.006717
1451.354345,100,137.713178
1249.947009,100,138.415123
767.791501,100,139.07846
1532.346624,100,139.681954
1377.842921,100,140.275413
-658.919901,100,140.930752
1680.639413,100,142.058114
752.323041,100,142.694832
1085.501982,100,143.055587
1653.774371,100,144.795798
2349.110811,100,145.189001
1672.755043,100,145.655214
2136.855525,100,146.101728
1828.058497,100,146.520552
1119.963883,100,147.025742
1256.003047,100,147.424435
2109.520004,100,147.732882
513.757654,100,170.861467
2186.187644,100,171.181466
3946.815962,100,171.484304
1384.395323,100,171.785823
669.589267,100,172.074583
964.878663,100,172.362766
1951.837152,100,172.674844
737.502674,100,172.99332
142.058682,100,173.290732
358.047555,100,173.622723
1979.875363,100,173.960698
1785.048224,100,174.462387
2124.071624,100,175.35431
828.086149,100,175.967629
1490.563683,100,176.662697
1181.840529,100,177.257126
1592.234069,100,177.839425
1461.591246,100,178.405053
1630.462167,100,178.980441
-1296.630819,100,179.547581
250.144626,100,206.804388
1798.102285,100,207.513467
1582.611916,100,208.135831
65.670386,100,208.760446
2441.794291,100,209.362005
20.216525,100,210.045975
510.229642,100,210.669196
146.875046,100,211.260148
1065.387703,100,211.845186
2203.512287,100,212.421349
1553.202709,100,212.989055
1273.758932,100,213.554294
1401.61639,100,214.130368
1557.692375,100,214.71356
596.458927,100,215.29525
1506.59387,100,215.856691
-665.621429,100,216.434802
1841.337002,100,217.001689
1167.377228,100,217.589391
984.063653,100,218.163615
1026.751064,100,218.746212
208.731825,100,245.464124
2445.587532,100,246.083189
2497.670263,100,246.720054
96.999388,100,247.391123
1368.914936,100,248.019785
2647.896513,100,248.601188
1914.508988,100,249.183372
710.825249,100,249.757723
2874.865433,100,250.370275
868.743073,100,251.101284
979.121872,100,252.11497
2203.187857,100,252.773494
-1255.926397,100,253.372847
804.772034,100,253.958371
1617.678805,100,254.612614
923.194313,100,255.226087
1250.153617,100,255.84652
1231.864903,100,256.498118
2376.788099,100,257.13323
415.620175,100,257.871054
1821.983431,100,283.937344
214.149491,100,284.548325
2430.78904,100,285.130018
1260.338784,100,285.727984
2561.296578,100,286.321819
1191.54767,100,286.889348
1042.029581,100,287.45132
2070.215987,100,288.01356
1953.405779,100,288.578276
-102.045845,100,289.15087
-145.917887,100,289.720975
663.169247,100,290.279085
-864.079569,100,290.838994
1224.073867,100,291.417885
1355.266628,100,291.991333
1115.112975,100,292.559719
1102.341345,100,293.119629
669.368056,100,293.688227
3.728676,100,294.273701
1112.004683,100,294.848292
460.921174,100,295.404704
563.700649,100,318.937588
585.301722,100,319.572183
1500.007517,100,320.249125
-399.433821,100,320.770856
1189.984673,100,321.085859
368.748462,100,321.384999
1032.410143,100,321.663701
-546.456364,100,321.952159
1665.798814,100,322.273545
626.318686,100,322.56315
3352.488533,100,322.840192
1768.590618,100,323.129722
-956.256347,100,323.420434
2658.170712,100,323.717965
1340.938131,100,324.038026
2006.565827,100,324.360686
2613.044299,100,324.755777
2248.832238,100,325.263151
1728.244302,100,325.774184
1133.076869,100,326.239764
886.977989,100,348.021621
1422.260384,100,348.610114
1079.916878,100,349.188961
1496.489698,100,349.75859
-86.890381,100,350.320807
-377.851204,100,350.891815
1830.075689,100,351.479014
