#{"t_start": 1776613624.0221756, "env_id": "None"}
r,l,t
10306.733,100,3.130077
10290.232,100,3.130294
10519.3955,100,3.130336
9824.53,100,3.130354
10245.357,100,3.130368
10495.355,100,3.13038
10207.266,100,3.130394
10119.374,100,3.130406
10288.51,100,3.130418
10428.688,100,3.130434
10036.722,100,4.034224
10368.486,100,4.034368
10168.596,100,4.034401
10190.36,100,4.034416
10168.641,100,4.034429
9777.01,100,4.034442
9727.944,100,4.034456
10527.115,100,4.034469
10486.005,100,4.034482
9614.0,100,4.034495
10747.22,100,5.011061
10075.777,100,5.011214
10056.518,100,5.011263
10237.725,100,5.011295
10424.46,100,5.011322
10494.816,100,5.011351
10361.278,100,5.011381
10298.726,100,5.01141
10221.393,100,5.011437
9633.909,100,5.011462
10215.861,100,8.165603
10260.536,100,8.165864
10842.519,100,8.165907
10029.041,100,8.165925
10047.681,100,8.165942
10189.515,100,8.165958
9968.801,100,8.165976
10366.726,100,8.165993
10438.321,100,8.166009
10548.108,100,8.166025
10060.474,100,10.164379
10342.257,100,10.164987
10067.374,100,10.165133
10402.983,100,10.165224
10160.218,100,10.165307
10206.454,100,10.165393
10339.354,100,10.165476
10089.156,100,10.165563
10355.123,100,10.165644
10482.777,100,10.165725
9849.727,100,90.889563
9770.966,100,90.889756
10109.891,100,90.890011
10353.617,100,90.890028
10126.045,100,90.890042
9909.703,100,90.890054
10003.639,100,90.890075
10294.536,100,90.890092
10157.093,100,90.890106
10337.062,100,90.890119
10142.14,100,91.786159
10295.626,100,91.786294
10065.982,100,91.786315
10703.212,100,91.78633
10172.407,100,91.786343
10283.505,100,91.786356
9913.933,100,91.786368
9865.825,100,91.786381
9983.188,100,91.786394
9840.0,100,91.786406
10630.886,100,92.675143
10274.781,100,92.675285
9851.041,100,92.675308
10205.508,100,92.675323
10449.359,100,92.675337
10213.167,100,92.67535
9972.468,100,92.675364
10455.348,100,92.675378
10100.731,100,92.675391
10346.24,100,92.675405
10241.456,100,95.15836
10165.132,100,95.15851
10199.662,100,95.158532
9548.887,100,95.158546
10416.428,100,95.158558
10509.998,100,95.15857
10191.019,100,95.158581
10004.922,100,95.158593
10774.74,100,95.158604
9905.937,100,95.158615
10571.209,100,96.637752
10187.669,100,96.637908
9996.417,100,96.637931
10003.375,100,96.637946
10401.822,100,96.63796
10166.002,100,96.637974
10507.931,100,96.637989
10264.015,100,96.638002
9870.934,100,96.638015
10551.439,100,96.638028
10329.987,100,170.786407
10162.704,100,170.786544
10306.704,100,170.786568
10247.752,100,170.786581
10394.3955,100,170.786593
10701.918,100,170.786606
10146.056,100,170.786618
10381.73,100,170.78663
9718.279,100,170.786642
10606.322,100,170.786654
10100.119,100,171.65368
10047.327,100,171.65384
10034.558,100,171.653867
10646.399,100,171.653883
9580.519,100,171.653896
10262.525,100,171.65391
10322.203,100,171.653924
10093.2,100,171.653937
10262.112,100,171.653952
9841.823,100,171.653965
10229.816,100,172.595573
9733.051,100,172.595946
10438.299,100,172.595989
10037.137,100,172.596004
9884.374,100,172.596017
10265.874,100,172.596032
9964.57,100,172.596045
9719.021,100,172.596058
10532.609,100,172.59607
10257.861,100,172.596083
9850.593,100,174.524352
10430.201,100,174.524532
10093.629,100,174.524557
10453.931,100,174.524572
9666.823,100,174.524585
10140.55,100,174.524598
10538.17,100,174.524611
10182.7705,100,174.524622
10263.074,100,174.524636
10476.624,100,174.524648
10292.4375,100,175.439434
10264.353,100,175.439581
10496.328,100,175.439605
9653.049,100,175.43962
10037.853,100,175.439635
9692.981,100,175.43965
10218.836,100,175.439663
9854.443,100,175.439677
10243.539,100,175.43969
10391.187,100,175.439703
10217.167,100,239.115639
10121.705,100,239.115818
9831.186,100,239.115859
10192.417,100,239.115887
10078.822,100,239.115912
10215.551,100,239.115936
10099.315,100,239.115959
10171.188,100,239.115982
10103.465,100,239.116004
10857.26,100,239.116026
10471.837,100,240.130289
10109.237,100,240.130613
10105.865,100,240.130718
9941.862,100,240.130815
10506.424,100,240.130914
10608.735,100,240.131011
10509.611,100,240.131084
10403.824,100,240.131157
10167.578,100,240.131227
10071.416,100,240.131299
10143.774,100,242.254719
10113.897,100,242.254879
10745.04,100,242.254913
10574.055,100,242.254931
10321.018,100,242.254946
10118.304,100,242.254962
10073.048,100,242.254979
10206.374,100,242.254996
10555.323,100,242.255013
10082.659,100,242.255029
9978.374,100,244.730986
10660.017,100,244.731133
9758.22,100,244.731157
10177.188,100,244.731172
9905.444,100,244.731186
10058.253,100,244.731199
9628.593,100,244.731212
9990.055,100,244.731226
10160.017,100,244.731265
10269.399,100,244.73128
10237.1875,100,246.879829
10627.819,100,246.879953
9889.638,100,246.879978
9603.957,100,246.879993
10166.38,100,246.88001
10152.41,100,246.880024
10009.637,100,246.880038
9524.631,100,246.880052
10000.852,100,246.880065
10381.67,100,246.880079
10113.148,100,307.623914
10113.441,100,307.624051
10524.345,100,307.624075
9938.45,100,307.624089
9802.073,100,307.624102
10101.823,100,307.624114
10296.539,100,307.624125
10781.48,100,307.624137
10006.652,100,307.624148
9849.326,100,307.62416
10413.233,100,308.904751
10149.216,100,308.904922
10667.843,100,308.904949
9986.762,100,308.904964
9757.948,100,308.904979
10740.241,100,308.904994
10061.756,100,308.905008
9917.287,100,308.905022
10069.091,100,308.905036
10042.509,100,308.90505
10491.974,100,309.824261
10185.42,100,309.824424
9893.963,100,309.82445
9942.782,100,309.824467
9975.369,100,309.824482
10010.339,100,309.824496
10101.841,100,309.82451
10048.518,100,309.824523
10291.222,100,309.824537
10359.869,100,309.824551
10088.829,100,310.752491
9908.553,100,310.752633
10320.803,100,310.752656
10634.187,100,310.752671
10212.519,100,310.752685
10521.303,100,310.752698
10172.467,100,310.752712
9974.73,100,310.752725
10039.75,100,310.752738
10320.568,100,310.752752
10315.097,100,311.839679
10344.323,100,311.839832
9801.704,100,311.839855
10609.972,100,311.839869
9852.18,100,311.839882
10161.615,100,311.839894
10374.776,100,311.839907
10269.529,100,311.839922
9659.155,100,311.839937
10044.297,100,311.83995
9860.881,100,375.639517
10070.973,100,375.639658
9983.585,100,375.639698
10052.352,100,375.639715
10200.808,100,375.639731
10523.67,100,375.639746
10115.795,100,375.639786
10370.515,100,375.639803
10197.934,100,375.63982
10229.363,100,375.639835
10391.07,100,377.478596
10146.131,100,377.478793
10315.827,100,377.478841
10158.928,100,377.478873
9770.531,100,377.478902
9928.364,100,377.478934
10019.009,100,377.478962
10072.185,100,377.47899
10024.719,100,377.479018
9711.983,100,377.479045
10380.775,100,378.756284
9927.117,100,378.75645
9769.848,100,378.756475
10089.147,100,378.75649
9860.604,100,378.756504
9972.942,100,378.756518
10003.255,100,378.756531
10202.458,100,378.756544
10103.583,100,378.756557
10344.061,100,378.75657
9960.78,100,379.674386
10116.296,100,379.674524
9894.941,100,379.674547
9958.234,100,379.674562
10433.891,100,379.674575
10077.062,100,379.674588
10430.376,100,379.674601
10500.402,100,379.674614
10520.455,100,379.674627
10252.832,100,379.67464
10231.424,100,380.860415
9874.649,100,380.860546
10315.365,100,380.860567
10248.185,100,380.860581
10299.643,100,380.860595
10185.55,100,380.860607
9973.253,100,380.86062
9866.064,100,380.860633
9792.944,100,380.860646
10154.187,100,380.860658
9911.78,100,446.037899
9994.525,100,446.038036
9968.1875,100,446.038061
9853.034,100,446.038077
9677.809,100,446.03809
10315.155,100,446.038103
10306.203,100,446.038116
9897.718,100,446.03813
10346.19,100,446.038143
10105.446,100,446.038156
9888.604,100,447.182082
9993.548,100,447.183506
10129.874,100,447.183612
10648.927,100,447.183634
11094.428,100,447.18365
10246.582,100,447.183665
10413.562,100,447.183679
10358.424,100,447.183693
10048.655,100,447.183707
10724.821,100,447.183721
10057.1875,100,448.168615
10562.822,100,448.168805
10388.276,100,448.168832
9649.609,100,448.168848
10041.071,100,448.168887
10539.07,100,448.168924
10432.743,100,448.168937
10519.259,100,448.168953
9965.849,100,448.168967
10416.372,100,448.16898
9811.243,100,449.242677
10267.474,100,449.24285
10316.819,100,449.242879
10346.098,100,449.242895
9997.176,100,449.242909
10371.715,100,449.242923
9852.489,100,449.242937
10243.674,100,449.24295
9859.103,100,449.242964
10213.115,100,449.242979
10207.199,100,450.17978
10102.939,100,450.179947
10267.068,100,450.179975
10058.64,100,450.179991
10435.339,100,450.180008
10233.746,100,450.180022
9960.328,100,450.180035
10211.877,100,450.180049
10152.073,100,450.180062
10660.177,100,450.180075
11036.057,100,518.32184
10112.184,100,518.322947
9905.938,100,518.323038
9682.358,100,518.323057
10297.023,100,518.32307
10014.399,100,518.323083
10114.812,100,518.323252
9994.659,100,518.323265
10289.079,100,518.323277
10094.297,100,518.323289
10073.478,100,519.329879
9972.834,100,519.330012
10085.177,100,519.330036
10116.342,100,519.330053
9804.094,100,519.330066
9939.209,100,519.33008
10406.508,100,519.330094
9936.83,100,519.330107
10094.91,100,519.330121
9845.074,100,519.330134
10182.454,100,520.503986
10109.398,100,520.504341
10210.304,100,520.504461
9995.775,100,520.504548
10111.112,100,520.504635
10086.383,100,520.504711
10313.274,100,520.504725
10445.69,100,520.504739
10126.853,100,520.504751
10269.179,100,520.504781
9995.607,100,521.526503
10553.179,100,521.527017
10396.072,100,521.527173
10318.69,100,521.527259
9754.809,100,521.52738
10083.318,100,521.527396
9924.596,100,521.527412
10073.269,100,521.527427
10180.242,100,521.527441
10611.4,100,521.527455
10217.735,100,524.683742
10025.133,100,524.684423
9936.8955,100,524.684613
11041.002,100,524.684722
10615.867,100,524.684844
10578.96,100,524.684932
10353.36,100,524.685019
9854.038,100,524.685095
10514.479,100,524.68511
10574.6,100,524.685126
10325.716,100,580.14825
10289.556,100,580.148377
10425.583,100,580.148411
10415.379,100,580.148432
9882.058,100,580.148453
10521.514,100,580.148472
10308.304,100,580.14849
9982.311,100,580.148506
10023.135,100,580.148524
10326.752,100,580.148543
10090.729,100,581.091058
10159.828,100,581.091224
10855.551,100,581.091247
10546.959,100,581.091262
9868.18,100,581.091275
10846.435,100,581.091289
9826.663,100,581.091302
10395.074,100,581.091316
10262.229,100,581.091328
10670.523,100,581.091342
10340.774,100,582.010354
10372.817,100,582.010481
10413.477,100,582.010505
9896.367,100,582.01052
10394.332,100,582.010534
10489.847,100,582.010546
10159.266,100,582.01056
10061.373,100,582.010573
9926.068,100,582.010586
10052.813,100,582.010599
10235.29,100,583.571138
10123.085,100,583.571281
10274.242,100,583.571304
10110.984,100,583.57132
