#{"t_start": 1776450212.6015196, "env_id": "None"}
r,l,t
-55451.640141,100,1.211691
-49353.119949,100,1.739049
-53704.490089,100,2.249708
-54438.430004,100,2.757236
-50200.869987,100,3.372131
-50372.540051,100,4.019181
-52838.550091,100,4.418653
-52541.910057,100,4.724782
-56282.960155,100,5.029134
-50567.460121,100,5.333795
-47293.120087,100,5.651029
-52107.79002,100,5.97313
-54116.300014,100,6.32599
-50966.810074,100,6.605351
-50348.009983,100,6.933591
-56838.789982,100,7.222879
-51316.970013,100,7.468408
-52462.440052,100,7.690824
-50457.230072,100,7.943907
-54239.959988,100,8.182389
-56038.679939,100,17.478106
-50355.270012,100,18.027706
-52196.589981,100,18.559187
-49507.880009,100,19.117819
-53407.720055,100,19.766592
-53336.690044,100,20.57748
-51770.43008,100,21.149826
-61668.790051,100,21.735912
-47983.890007,100,22.291867
-49636.350056,100,22.840902
-46213.92001,100,23.368998
-54882.390091,100,23.960126
-58521.680016,100,24.644088
-52522.130085,100,25.337884
-48297.289978,100,26.105305
-49447.629955,100,26.801977
-55499.670002,100,27.567547
-54885.800102,100,28.275515
-47320.150032,100,28.871409
-52958.010002,100,29.576212
-44481.070015,100,42.433009
-50966.220009,100,42.944954
-61421.2201,100,43.444395
-62113.839993,100,43.942063
-56908.749996,100,44.438041
-52398.10006,100,44.962331
-62920.42017,100,45.52937
-54921.800091,100,46.035337
-54129.580036,100,46.532986
-51339.840073,100,47.025438
-54455.180115,100,47.575795
-58042.260159,100,48.095601
-49165.690105,100,48.600647
-55973.550022,100,49.09366
-53251.57003,100,49.59189
-54113.280136,100,50.08589
-52265.589989,100,50.578155
-59396.840034,100,51.069747
-53506.459999,100,51.582612
-48966.450043,100,52.080096
-52823.340088,100,52.572119
-47933.610065,100,60.722302
-46811.129971,100,61.222799
-57750.410107,100,61.718159
-53580.010098,100,62.20993
-44489.05994,100,62.701176
-49721.130085,100,63.201219
-55792.920044,100,63.69664
-57244.46006,100,64.19015
-49206.17004,100,64.689979
-53148.679993,100,65.395811
-51757.200024,100,65.883902
-50982.030071,100,66.363817
-45421.539993,100,66.849115
-51585.380074,100,67.328634
-51329.990036,100,67.826582
-49886.210052,100,68.362557
-50278.420048,100,68.863008
-50545.77002,100,69.359793
-56388.390102,100,70.137005
-49014.559944,100,70.993179
-49245.750027,100,82.36961
-52892.010105,100,82.601465
-53401.830009,100,82.823222
-55233.680004,100,83.060536
-42348.809982,100,83.303625
-55418.829941,100,83.535187
-56184.970112,100,83.762357
-57655.610069,100,83.986322
-51458.190037,100,84.204944
-52758.970055,100,84.43118
-56021.95005,100,84.752212
-47084.150002,100,84.970623
-58340.62011,100,85.19173
-52692.670036,100,85.403149
-54780.039982,100,85.622368
-54302.390015,100,85.845625
-55108.269997,100,86.054193
-50654.180096,100,86.270916
-53776.240028,100,86.492434
-52384.890106,100,86.698513
-45772.489986,100,86.904802
-42460.240013,100,96.300241
-46411.700089,100,96.803652
-56033.130077,100,97.321889
-51909.080032,100,97.815491
-46208.370014,100,98.305586
-48464.429993,100,98.799922
-59371.679977,100,99.292872
-53768.379997,100,99.799718
-61814.830128,100,100.302947
-43863.110046,100,100.826016
-50754.640095,100,101.318929
-47939.890011,100,101.811251
-51954.949986,100,102.324846
-53720.960026,100,102.816795
-42262.020016,100,103.305012
-48850.779987,100,103.800542
-48701.109982,100,104.289853
-47353.179932,100,104.787222
-47350.239986,100,105.29704
-51765.729946,100,105.797729
-53092.670158,100,118.160612
-58242.019974,100,118.674588
-47804.930031,100,119.167543
-54861.6301,100,119.664535
-48375.740051,100,120.155932
-48594.500072,100,120.645552
-52883.129993,100,121.137406
-52301.859924,100,121.645227
